"ADM0_NAME","CSIRO68","GHM1","HFP4","LIA","ensb_thr3","Natural","Integ1km10","Area (ha)"
"Senegal",0.0445450538662441,0.000122167868832431,0.240088887986931,0.196169732221586,0.00160399861331733,0.668370106369518,0.846721587048385,19620040.4365148
"Senkaku Islands",0.0445450538662441,0.000122167868832431,0.240088887986931,0.196169732221586,0.00160399861331733,0.668370106369518,0.846721587048385,546.791468530953
"Serbia",0.279271925063591,0.00730496534099262,0,0.228313884583827,0.00478092195344591,0.412651405584193,0.673860762154323,8847794.76594409
"Seychelles",0.799938347718866,0.495614035087719,NA,0.429054054054054,NA,0.277703604806409,0.786718617652041,49929.8982250328
"Sierra Leone",0.0827349894030188,0.00643528958803146,0.134286542363057,0.237054948720087,0.0178213940726015,0.32371581645539,0.842760326827538,7228139.07746285
"Singapore",0.00914270571087849,0,0,0.0712945590994371,0,0.116676401869159,0.476907109496627,59400.7059878237
"Slovakia",0.467180385178055,0.00820810192747468,0.0220808612147532,0.355937070539249,0.0206092454224485,0.524232110151597,0.705537187338422,4907196.58404019
"Slovenia",0.639419039621345,0.0362400906002265,0.0804275019700552,0.306871511139653,0.080537575967192,0.702897275627539,0.940653068076891,2032049.22119724
"Solomon Islands",0.964398125280002,0.49779875321382,0.263942783230617,0.83461134249348,0.556671506937722,0.981664118721802,0.99985530551013,2826384.34456434
"Somalia",0.779824817617825,0.0488669600977685,0.265719066701056,0.0439762703705277,0.047697534129263,0.899645746569846,0.961449004134068,63256062.1413264
"South Africa",0.513336146740476,0.414824006205824,0.202116927242583,0.351779382797111,0.330502138817083,0.853393448287463,0.97094139562449,122012722.081932
"South Georgia and the South Sandwich Islands",NA,0.958153347732181,NA,1,NA,1,1,387033.456844895
"South Sudan",0.145689636384429,0.0874504135752404,0.181091791372059,0.277647483312286,0.0658731302966018,0.945678896064954,0.995483440811359,62982101.6879644
"Spain",0.121915988356581,0.0126259829438476,0.172722732839494,0.157140264562821,0.0276531477070522,0.451744832590648,0.715488787801108,50575171.463692
"Spratly Islands",NA,1,NA,NA,NA,NA,1,148.069969345687
"Sri Lanka",0.258613296576898,0.0454415115980743,0,0.335415181477234,0.0387830420793641,0.485865255692969,0.766628477122987,6617277.37678583
"Sudan",0.615581656719176,0.411463192356864,0.460481498224645,0.397628625644392,0.423799852479359,0.79284940014751,0.910771294997772,184305329.525649
"Suriname",0.973711981212935,0.932594956338349,0.951883807288127,0.972771156511866,0.962060571346746,0.992454554675748,0.999646522161941,14510030.8749265
"Svalbard and Jan Mayen Islands",0.999946057094712,0.940466414846444,0.999693752552062,0.966231613838823,0.96777845510755,1,1,6346443.04598816
"Swaziland",0.0376582887150378,0,0,0.0420138888888889,0,0.630608054798451,0.885578292649167,1728953.05371163
"Sweden",0.904276668879116,0.486113726877265,0.479160779564467,0.665595714229698,0.525133263336429,0.900762658391775,0.973205702672064,44920761.004398
"Switzerland",0.620052611887495,0.0324593329867043,0.0495224705483105,0.280558699454676,0.0415770237694082,0.795477772100153,0.949011603086025,4125730.18376176
"Syrian Arab Republic",0.616354250148745,0.0768587959143482,0.00978109236342805,0.00478537895821873,0.000379729910415831,0.690835158323029,0.83228676236728,18813875.5164283
"Taiwan",0.584914933103988,0.139395446507515,0,0.472293650569386,0.136221145625534,0.629855113398149,0.779302678552342,3612735.43266509
"Tajikistan",0.643337057146892,0.378296239230459,0.438129324407943,0.587560846194662,0.404411651323804,0.755946013949656,0.916075359132847,14200374.1758982
"Thailand",0.337867477311762,0.0031162615720541,0.042292476348265,0.274959456670238,0.0373907714206635,0.303621021434016,0.520274240323351,51541663.5339882
"The former Yugoslav Republic of Macedonia",0.230998958932206,0.000199537073988347,0.0758623399072837,0.261261984034658,0.0275118654975465,0.593682855463758,0.836120783325925,2542385.60433336
"Timor-Leste",0.242479204453061,0.000400641025641026,0.00305914343983685,0.101261506989431,0.000963059778496251,0.151770283340468,0.90196819414822,1489232.14933742
"Togo",0.00702205223211618,0,0,0.149817338766334,0,0.495399040320692,0.792698302830426,5676662.11637614
"Tokelau",NA,0,NA,NA,NA,NA,0,1496.11462363301
"Tonga",0.00180614087898856,0,NA,0.21826280623608,NA,0.422066549912434,0.996071388483556,69980.6071060569
"Trinidad and Tobago",0.574438117162416,0,0.0264769808338273,0.40616811126789,0.0249488752556237,0.741925999288157,0.943702261494683,514364.828061999
"Tromelin Island",0,1,NA,NA,NA,NA,1,88.7872064702258
"Tunisia",0.482475564371625,0.303139700251614,0.315281126964527,0.429116149212833,0.336194517183348,0.691341813335895,0.794653369208822,15517075.3118223
"Turkey",0.12981359141171,0.00413028284104548,0.00928604400677027,0.114161881733395,0.000536812332246146,0.422415690820062,0.730793030867333,78122929.9588911
"Turkmenistan",0.840871252397499,0.00449828911226072,0.26442625762662,0.0312020163354136,0.00548480360134274,0.899046851143687,0.936818609510749,55505283.4465184
"Turks and Caicos islands",0.85868544600939,0.0861423220973783,0,0.310924369747899,0,0.907515576323987,0.999854163628409,52952.6015833501
"Tuvalu",0.292993630573248,0.470588235294118,NA,0,NA,0.0185185185185185,0.533487297921478,4751.91108759177
"U.K. of Great Britain and Northern Ireland",0.154319531979364,0.0579751259122212,0.0590523806370439,0.178396479789193,0.0476858045296599,0.638109213864396,0.825093495739574,24430823.0914791
"Uganda",0.141807034894472,0.0135041302526039,0.0695232214739402,0.176410416281041,0.025203515809344,0.417409835148511,0.6538731050649,24149518.2100587
"Ukraine",0.130407633877261,0.000707818095817285,0.00756836346927208,0.121372419366689,0.00240556564322659,0.185779596534416,0.329494845004445,60052545.7340019
"United Arab Emirates",0.974308841870385,8.39231264162028e-05,0.172428908779819,0.623865312606377,0.169906919814409,0.927451823775234,0.969481699646919,7119183.33153094
"United Republic of Tanzania",0.250232317357042,0.171105470845361,0.134858140354607,0.383732429906331,0.134603287989726,0.696919656710964,0.852886533521316,93958865.2178088
"United States of America",0.577494598443894,0.465826825489861,0.541168379212451,0.446628929406492,0.419992301740575,0.777136341729521,0.901728565768183,931594021.759891
"United States Virgin Islands",0.498793436293436,0,0,0.0371747211895911,0,0.606623586429725,0.960715073935114,35234.2266103972
"Uruguay",0.215578028556283,0.00796959850946354,0.0292658284687921,0.00710686209577562,0.000562804973571375,0.794247530013013,0.986003836235804,17781140.1723882
"Uzbekistan",0.712738727181177,0.00325860120498913,0.389310392989118,0.0819696296229102,0.00636654241967566,0.77795263972348,0.846977881457115,44954204.3954899
"Vanuatu",0.955724435284866,0.283554182586782,0.186803308162531,0.728685735307643,0.342706333973129,0.945599852762126,0.999811022431637,1223596.77719149
"Venezuela",0.752852507039194,0.448726446462984,0.566964368809049,0.602956142315205,0.507939464441661,0.839718095919713,0.965676096504161,91202506.0526498
"Viet Nam",0.405642846917192,0.000158410050508435,0.068280179968007,0.298990464635152,0.0528808974411156,0.494979817701894,0.745068122612928,32757546.7106579
"Wake Island",0,0.111111111111111,NA,1,NA,1,1,731.506434638618
"Wallis and Futuna",0.299810246679317,0,NA,0.19047619047619,NA,0.332236842105263,0.999444444444444,14158.3569589453
"West Bank",0,0,0,0,0,0.309055118110236,0.876106194690266,7976.43477565964
"West Bank",0.161958177537737,0,0.0224137931034483,0.0430988423864648,0,0.477498377452808,0.930974470009456,578232.945837937
"Western Sahara",0.991784191146759,0.991357063403782,0.907226432162294,0.97322191272052,0.985755324565283,0.999663945651761,0.999980466539469,26861665.3920303
"Yemen",0.954194085255008,0.454632198909813,0.488656912526943,0.542792104922009,0.482734414541294,0.952137372704419,0.982907060540156,45357186.318984
"Zambia",0.61779364466623,0.117115823764762,0.315052757260696,0.552151929455546,0.258737587558536,0.826568074528272,0.974464836360076,75106620.7565899
"Zimbabwe",0.175886351221056,0.0443433973194032,0.0426845224351574,0.124563058743465,0.0189779137461436,0.62133278196251,0.822221670931999,39064837.820263
